absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	325172	325172	0.99478	0.00062	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	325172	325172	1.00276	0.00062	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	325172	325172	1.01082	0.00062	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	325172	325172	0.99588	0.00062	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	325172	325172	1.00387	0.00062	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	325172	325172	1.01193	0.00062	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	320995	320996	0.99268	0.00061	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	320995	320996	1.00065	0.00061	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	320995	320996	1.00868	0.00061	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	320995	320996	0.99378	0.00061	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	320995	320996	1.00176	0.00061	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	320995	320996	1.0098	0.00061	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	317080	317080	0.99758	0.00176	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	317080	317080	1.00559	0.00176	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	317080	317080	1.01366	0.00176	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	317080	317080	0.99878	0.00176	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	317080	317080	1.0068	0.00176	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	317080	317080	1.01488	0.00176	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	322201	322201	1.00127	0.0006	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	322201	322201	1.00932	0.0006	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	322201	322201	1.01742	0.0006	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	322201	322201	1.00237	0.0006	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	322201	322201	1.01042	0.0006	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	322201	322201	1.01854	0.0006	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	316613	316615	0.99448	0.00059	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	316613	316615	1.00246	0.00059	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	316613	316615	1.01051	0.00059	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	316613	316615	0.99568	0.00059	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	316613	316615	1.00367	0.00059	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	316613	316615	1.01173	0.00059	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	319579	319579	0.99478	0.00018	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	319579	319579	1.00276	0.00018	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	319579	319579	1.01082	0.00018	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	319579	319579	0.99598	0.00018	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	319579	319579	1.00397	0.00018	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	319579	319579	1.01204	0.00018	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	321990	321990	0.99868	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	321990	321990	1.00669	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	321990	321990	1.01478	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	321990	321990	0.99987	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	321990	321990	1.0079	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	321990	321990	1.016	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	316470	316470	0.99358	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	316470	316470	1.00155	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	316470	316470	1.0096	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	316470	316470	0.99468	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	316470	316470	1.00266	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	316470	316470	1.01071	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	316361	316363	0.99488	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	316361	316363	1.00286	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	316361	316363	1.01092	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	316361	316363	0.99608	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	316361	316363	1.00407	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	316361	316363	1.01214	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	325117	325117	0.99528	0.00053	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	325117	325117	1.00327	0.00053	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	325117	325117	1.01132	0.00053	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	325117	325117	0.99648	0.00053	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	325117	325117	1.00448	0.00053	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	325117	325117	1.01254	0.00053	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	319678	319678	0.99438	0.00054	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	319678	319678	1.00236	0.00054	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	319678	319678	1.01041	0.00054	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	319678	319678	0.99548	0.00054	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	319678	319678	1.00347	0.00054	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	319678	319678	1.01153	0.00054	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	317292	317292	0.99618	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	317292	317292	1.00417	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	317292	317292	1.01224	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	317292	317292	0.99728	0.00055	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	317292	317292	1.00528	0.00055	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	317292	317292	1.01336	0.00055	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	315339	315339	0.99478	0.00054	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	315339	315339	1.00276	0.00054	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	315339	315339	1.01082	0.00054	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	315339	315339	0.99588	0.00054	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	315339	315339	1.00387	0.00054	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	315339	315339	1.01193	0.00054	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	321730	321730	0.99788	0.00054	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	321730	321730	1.00589	0.00054	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	321730	321730	1.01397	0.00054	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	321730	321730	0.99898	0.00054	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	321730	321730	1.007	0.00054	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	321730	321730	1.01508	0.00054	0.0	0.02	0.02
absEta_0_1-R9_0.940_1.000-gainEle_12	runNumber	319915	319915	0.99568	0.00053	0.0	0.0002	0.0
absEta_0_1-R9_0.940_1.000-gainEle_6	runNumber	319915	319915	1.00367	0.00053	0.0	0.008	0.008
absEta_0_1-R9_0.940_1.000-gainEle_1	runNumber	319915	319915	1.01173	0.00053	0.0	0.02	0.02
absEta_0_1-R9_0.000_0.940-gainEle_12	runNumber	319915	319915	0.99678	0.00053	0.0	0.0002	0.0
absEta_0_1-R9_0.000_0.940-gainEle_6	runNumber	319915	319915	1.00478	0.00053	0.0	0.008	0.008
absEta_0_1-R9_0.000_0.940-gainEle_1	runNumber	319915	319915	1.01285	0.00053	0.0	0.02	0.02
